12162	ROGER DAVIS	male	22	2011-12-11 00:30:13	USA	73	2
12163	FIONA DAVIES	female	20	2011-08-10 16:14:21	FRANCE	72	12
12164	JUDITH ROBINSON	female	27	2012-07-10 09:11:48	GERMANY	5	2
12165	DIANA LAKE	female	18	2011-02-14 13:02:25	USA	0	81
12166	ALISON CLARK	female	19	2011-02-23 14:14:06	CANADA	2	24
12167	WENDY CLARKSON	female	24	2012-06-30 23:31:15	UK	1	4
12168	POLLY THOMAS	female	26	2011-06-03 04:12:46	FRANCE	1	10
12169	DONNA KIRK	female	24	2012-01-07 03:51:52	USA	3	5
12170	BETTY CLARK	female	22	2012-07-12 15:13:30	EGYPT	42	8
12171	EDGAR MOORE	male	23	2011-03-12 20:51:39	FRANCE	65	89
12172	MARGARET EDWARDS	female	21	2012-04-18 16:54:57	FRANCE	0	10
12173	CHERYL GRANT	female	18	2011-01-04 02:19:36	USA	4	36
12174	BRIAN KIRBY	male	19	2012-02-06 18:26:46	UK	0	5
12175	MARY PETERS	female	24	2011-05-24 12:06:15	EGYPT	52	1
12176	JUDITH JONES	female	18	2011-04-11 01:11:58	UK	2	9
12177	JAMES WILSON	male	19	2012-12-21 23:16:37	FRANCE	0	5
12178	BARBARA RODRIGUEZ	female	19	2011-08-10 14:34:59	USA	3	69
12179	ANN CLARKSON	female	18	2011-06-23 23:35:01	USA	2	43
12180	JOHN DAVIDSON	male	19	2012-11-23 14:13:42	CANADA	99	0
12181	MARCUS OATES	male	19	2012-06-12 16:19:32	USA	0	27
12182	KIMBERLY ROBINSON	female	18	2011-09-06 20:06:34	FRANCE	0	10
12183	TERRY WILLIAMS	male	18	2012-08-01 02:34:38	MEXICO	4	88
12184	EDWIN PETERSON	male	30	2012-11-07 16:31:53	UK	5	8
12185	ELIZABETH DAVIES	female	23	2012-10-29 09:27:26	USA	0	1
12186	ADAM ANTHONY	male	21	2012-02-27 23:53:45	UK	5	90
12187	BETTY JEFFERSON	female	27	2011-01-16 21:49:04	UK	71	69
12188	DOROTHY RODRIGUEZ	female	25	2012-09-12 16:53:03	FRANCE	14	3
12189	MICHAEL LEWIS	male	28	2011-05-12 13:03:26	UK	72	6
12190	RICHARD WASHINGTON	male	22	2012-12-28 20:49:10	USA	3	67
12191	CHARLES BAKER	male	24	2011-10-09 16:18:09	UK	74	9
12192	JESSICA LEWIS	female	22	2011-10-26 22:42:45	EGYPT	1	8
12193	MICHAEL WILSON	male	24	2012-11-22 20:35:24	USA	79	3
12194	HELENA BROWN	female	21	2011-03-28 08:52:08	UK	82	93
12195	ROBYN THOMPSON	female	26	2011-05-08 02:55:05	FRANCE	2	29
12196	DEBORAH KIRK	female	23	2011-12-25 23:39:48	UK	0	2
12197	RONALD MAJOR	male	23	2011-04-09 15:16:52	UK	0	3
12198	ELIZABETH HARRISON	female	25	2011-04-10 21:24:27	USA	32	9
12199	RUTH HALL	female	28	2011-04-04 19:33:55	USA	0	10
12200	VICTORIA PETERSON	female	23	2012-04-26 21:24:59	EGYPT	3	59
12201	SUSAN MARTINEZ	female	25	2012-07-28 05:59:26	USA	0	42
12202	EVE DENT	female	18	2011-06-20 04:00:06	UK	0	9
12203	BETTY LAKE	female	22	2012-03-19 22:13:26	USA	53	9
12204	BRIAN WHITE	male	20	2012-12-13 07:31:00	USA	15	1
12205	MARGARET TAYLOR	female	18	2011-11-11 12:45:01	FRANCE	1	7
12206	EVE JEFFRIES	female	22	2012-11-27 22:13:46	UK	82	25
12207	BRIAN ANDREWS	male	18	2011-04-17 01:31:51	USA	0	6
12208	ELIZABETH STEVENS	female	18	2011-08-27 22:13:33	UK	0	51
12209	MARIA WALKER	female	18	2011-05-11 01:54:35	USA	61	1
12210	JAMES JOHNSON	male	21	2012-04-27 04:35:54	UK	72	7
12211	ADAM BURROWS	male	26	2011-12-04 01:31:06	GERMANY	0	93
12212	FIONA TAYLOR	female	18	2011-02-14 04:40:11	UK	47	1
12213	FELICITY JEFFERSON	female	18	2012-01-06 18:23:06	UK	69	7
12214	MICHELLE JOHNSON	female	21	2012-04-20 04:05:12	UK	0	7
12215	LAURA MARTIN	female	18	2011-11-08 04:32:57	USA	5	6
12216	BRIAN WILSON	male	18	2011-08-16 20:18:16	EGYPT	0	2
12217	WILLIAM WASHINGTON	male	25	2011-08-23 05:49:12	FRANCE	30	7
12218	FIONA JOHNSON	female	21	2011-06-16 01:26:40	MEXICO	0	19
12219	MATTHEW WASHINGTON	male	21	2012-06-15 06:52:30	USA	10	5
12220	FIONA THOMAS	female	26	2011-03-15 15:33:57	UK	84	1
12221	ELIZABETH THATCHER	female	18	2012-03-29 04:57:09	USA	2	2
12222	DANIEL ROBINSON	male	20	2012-01-18 18:21:54	USA	0	10
12223	RICHARD DENT	male	21	2011-08-16 10:54:34	GERMANY	0	35
12224	POLLY GRANT	female	22	2011-01-16 13:37:36	UK	65	15
12225	SHARON BAKER	female	18	2011-06-20 04:41:07	FRANCE	0	6
12226	MARGARET JACKSON	female	21	2012-12-25 10:22:12	GERMANY	66	4
12227	THOMAS WHITE	male	20	2012-12-27 11:24:46	USA	0	3
12228	JAMES WILLIAMS	male	18	2011-07-18 20:01:59	USA	3	3
12229	HELENA ANDERSON	female	22	2011-09-23 04:03:30	FRANCE	3	10
12230	MICHAEL WHITE	male	21	2012-04-14 01:22:07	USA	2	1
12231	BERYL BURROWS	female	29	2011-12-19 17:12:42	USA	90	90
12232	ANN KIRK	female	23	2011-12-28 23:53:02	USA	1	19
12233	KAREN KIRBY	female	22	2011-09-20 03:13:39	FRANCE	0	16
12234	JENNIFER STEVENS	female	25	2013-02-04 03:36:57	USA	90	4
12235	RICHARD BROWN	male	18	2012-04-02 15:08:14	MEXICO	3	8
12236	STEVEN WASHINGTON	male	18	2011-09-03 04:33:05	FRANCE	5	1
12237	SARAH PETERSON	female	23	2012-12-09 08:25:03	USA	0	4
12238	KIMBERLY DAVIDSON	female	23	2012-12-12 01:41:32	USA	0	28
12239	JENNIFER WILLIAMS	female	29	2011-12-28 18:05:54	UK	4	6
12240	LAURA PETERSON	female	20	2011-11-25 05:14:26	UK	2	98
12241	DONNA KIRBY	female	27	2011-07-15 15:22:53	GERMANY	0	9
12242	NANCY BAKER	female	23	2011-07-30 14:52:23	USA	0	4
12243	STEVEN OATES	male	19	2011-12-29 09:08:26	USA	25	3
12244	PAUL THOMPSON	male	19	2012-08-05 09:19:35	USA	4	4
12245	MARY STEVENS	female	23	2011-09-30 18:55:51	UK	2	2
12246	MICHAEL LEE	male	19	2012-10-07 09:01:19	USA	2	10
12247	DIANA SMYTHE	female	19	2011-11-24 22:10:49	UK	74	92
12248	MARIA LEE	female	23	2011-04-30 01:01:05	USA	0	7
12249	GEORGE THOMAS	male	21	2012-07-17 17:57:48	USA	96	55
12250	ROBYN ANDREWS	female	19	2011-12-14 10:22:36	USA	5	16
12251	BETTY JOHNSON	female	23	2011-12-08 14:05:59	GERMANY	2	58
12252	NANCY KIRBY	female	26	2011-09-13 12:24:29	MEXICO	0	6
12253	PAUL PETERS	male	22	2011-01-25 07:29:15	USA	0	78
12254	ANNE HARRISON	female	24	2011-07-21 22:49:45	UK	3	0
12255	CHERYL HALL	female	25	2011-09-25 00:26:25	USA	0	4
12256	HERBERT RODRIGUEZ	male	27	2012-09-29 13:36:03	MEXICO	65	13
12257	JAMES WILSON	male	22	2012-05-10 10:24:50	UK	0	44
12258	BARBARA SMYTHE	female	26	2011-02-12 18:58:16	FRANCE	5	0
12259	HELEN SMITH	female	18	2011-10-26 20:01:06	GERMANY	0	48
12260	PATRICIA WILSON	female	18	2011-02-21 13:29:35	CANADA	1	56
12261	SANDRA ABEL	female	20	2011-08-31 03:26:05	UK	4	49
12262	URSULA BAKER	female	21	2011-05-08 19:43:36	USA	1	3
12263	CHARLES GARCIA	male	20	2011-05-12 05:16:08	GERMANY	0	4
12264	KENNETH JACKSON	male	21	2012-07-24 04:37:45	USA	0	8
12265	ALISON THOMPSON	female	18	2012-01-02 04:32:12	USA	70	42
12266	ROBYN LEWIS	female	22	2012-08-09 00:57:38	UK	0	4
12267	MICHELLE MARTIN	female	18	2011-08-13 03:44:29	GERMANY	30	6
12268	ROGER ROBERTSON	male	18	2011-11-11 08:12:08	UK	0	2
12269	ROBYN BAKER	female	21	2011-11-15 13:33:38	USA	0	84
12270	DANIEL GARCIA	male	24	2011-05-05 15:02:18	UK	0	20
12271	WENDY LAKE	female	19	2011-09-24 08:40:42	UK	0	1
12272	DONNA DENT	female	23	2011-10-10 20:09:41	GERMANY	0	0
12273	KEVIN MAJOR	male	26	2012-01-08 13:09:15	USA	0	8
12274	ELIZABETH PETERSON	female	19	2012-09-28 02:08:26	UK	4	9
12275	DONNA ANDREWS	female	20	2012-07-10 19:49:53	FRANCE	63	29
12276	JUDITH DAVIS	female	23	2012-02-25 23:06:37	USA	0	28
12277	HUGH ABEL	male	21	2012-04-22 16:59:40	USA	3	1
12278	SARAH LEE	female	28	2011-08-28 22:09:42	USA	5	49
12279	KEVIN EDWARDS	male	26	2011-12-20 18:48:54	USA	3	5
12280	EDWIN MARTINEZ	male	23	2012-12-25 20:34:52	FRANCE	0	43
12281	DOROTHY JEFFERSON	female	22	2011-02-13 09:29:15	FRANCE	4	71
12282	SUSAN MAJOR	female	20	2011-02-05 10:20:48	UK	0	58
12283	EVE EDWARDS	female	19	2011-02-08 12:37:38	USA	74	18
12284	HELEN MILLER	female	19	2012-07-30 09:06:08	UK	4	27
12285	DIANA ANDREWS	female	19	2012-12-28 08:28:10	UK	3	85
12286	POLLY TAYLOR	female	20	2012-11-20 02:33:34	USA	0	95
12287	ANNA GARCIA	female	23	2011-04-12 04:51:56	UK	3	10
12288	DONALD TAYLOR	male	20	2011-10-02 19:12:15	USA	4	48
12289	TABITHA BURROWS	female	18	2011-10-07 22:29:16	EGYPT	5	92
12290	SANDRA HALL	female	22	2011-10-11 22:38:50	USA	0	20
12291	SANDRA MILLER	female	18	2011-06-10 08:18:22	USA	0	1
12292	FELICITY THOMPSON	female	21	2011-12-26 04:46:05	USA	0	1
12293	ARTHUR THOMAS	male	19	2013-02-13 15:58:58	EGYPT	5	2
12294	CAROL BAKER	female	25	2011-07-16 01:12:26	EGYPT	3	30
12295	LISA DAVIS	female	20	2012-06-04 16:05:12	FRANCE	88	90
12296	CHERYL MILLER	female	20	2011-12-16 20:00:18	EGYPT	33	4
12297	DIANA OATES	female	22	2013-02-01 19:24:46	UK	5	8
12298	BERYL PETERS	female	19	2011-10-17 04:20:57	CANADA	5	37
12299	TABITHA MAJOR	female	21	2011-11-05 14:23:04	USA	52	10
12300	VICTORIA BROWN	female	30	2011-04-30 08:12:00	USA	2	9
12301	PATRICIA BURROWS	female	19	2011-08-21 20:03:48	GERMANY	3	4
12302	MARK THOMAS	male	18	2013-02-10 01:27:56	UK	5	78
12303	DIANA ANDERSON	female	22	2012-02-10 15:08:30	USA	0	5
12304	DOROTHY HARRISON	female	26	2012-10-31 23:01:27	FRANCE	0	3
12305	CHARLES TAYLOR	male	19	2012-07-13 08:06:10	USA	3	34
12306	MARY SMITH	female	23	2013-02-06 23:18:20	UK	0	9
12307	HUGH BURROWS	male	19	2012-04-26 00:44:34	MEXICO	1	79
12308	JASON JOHNSON	male	24	2011-11-04 11:21:28	USA	36	57
12309	SANDRA JONES	female	20	2012-05-13 00:30:07	USA	28	1
12310	PHILIP HALL	male	25	2012-02-02 21:48:24	CANADA	0	38
12311	LINDA MARTIN	female	20	2012-07-03 07:03:38	USA	2	10
12312	KENNETH LEWIS	male	19	2011-06-28 21:31:41	UK	69	46
12313	ROBYN MOORE	female	22	2011-01-06 04:41:59	UK	4	7
12314	LUCY WILSON	female	22	2011-09-07 18:29:29	FRANCE	99	89
12315	KENNETH DAVIES	male	25	2012-08-23 07:50:57	FRANCE	0	1
12316	CHERYL LEWIS	female	27	2011-01-10 19:15:18	UK	0	4
12317	TABITHA WILLIAMS	female	27	2011-04-06 04:38:03	UK	9	1
12318	ROBYN CLARKSON	female	20	2012-06-30 23:05:17	EGYPT	72	9
12319	LINDA WALKER	female	22	2011-03-13 18:47:06	USA	0	9
12320	EDWIN MAJOR	male	18	2012-09-05 05:52:13	FRANCE	2	10
12321	BRIAN BROWN	male	21	2011-09-29 01:10:09	FRANCE	99	8
12322	MICHELLE THOMAS	female	26	2012-09-09 03:47:43	USA	0	47
12323	DEBORAH THOMPSON	female	18	2011-12-13 05:50:31	FRANCE	0	56
12324	FELICITY ABEL	female	27	2012-11-04 18:00:07	USA	5	0
12325	DONNA WILSON	female	18	2011-01-09 20:55:24	USA	2	10
12326	EVE THOMAS	female	22	2011-01-27 12:29:22	UK	30	30
12327	MARY PETERS	female	19	2011-03-13 21:54:31	USA	1	1
12328	DOROTHY ABEL	female	21	2011-09-01 13:10:40	EGYPT	4	1
12329	JUDITH TAYLOR	female	25	2012-08-05 23:27:23	GERMANY	3	6
12330	ELIZABETH LEWIS	female	19	2012-02-16 01:11:00	EGYPT	4	31
12331	DONALD GRANT	male	21	2011-10-31 03:41:16	GERMANY	0	20
12332	CHARLOTTE GARCIA	female	25	2012-10-24 09:55:19	GERMANY	5	97
12333	ALISON KIRBY	female	18	2011-03-09 19:45:40	GERMANY	0	97
12334	ALISON JOHNSON	female	28	2011-05-29 10:39:19	USA	0	70
12335	BRIAN LEE	male	21	2011-03-23 04:15:21	USA	0	6
12336	KIMBERLY KIRBY	female	18	2011-03-11 05:45:55	USA	0	0
12337	FELICITY CLARKE	female	19	2013-02-10 18:25:28	USA	3	1
12338	HERBERT ANTHONY	male	22	2012-03-28 06:46:35	UK	0	3
12339	PAUL KIRK	male	18	2011-09-24 01:17:52	USA	0	30
12340	DANIEL WHITE	male	20	2011-11-21 05:39:14	UK	5	8
12341	SHARON JEFFRIES	female	19	2011-01-30 23:41:28	USA	1	3
12342	EDWIN GRANT	male	24	2011-11-15 08:19:39	USA	52	3
12343	PHILIP JEFFRIES	male	19	2011-08-20 05:23:43	USA	3	85
12344	JUDITH EDWARDS	female	26	2012-12-02 16:46:05	MEXICO	0	11
12345	ARTHUR JEFFERSON	male	18	2012-05-15 11:05:54	UK	31	90
12346	CHRISTOPHER JEFFERSON	male	22	2012-09-20 18:59:56	UK	41	5
12347	BARBARA LAKE	female	19	2012-01-03 21:55:56	USA	0	0
12348	MARGARET GRANT	female	26	2012-03-02 03:00:12	USA	0	9
12349	VICTORIA JEFFRIES	female	20	2011-09-02 03:17:32	USA	9	9
12350	MICHELLE LEE	female	29	2011-05-29 10:18:20	USA	18	1
12351	BETTY MILLER	female	23	2011-08-24 04:40:21	USA	95	84
12352	HAROLD JACKSON	male	27	2011-05-19 00:51:09	USA	40	4
12353	DONNA WASHINGTON	female	22	2011-12-05 16:07:39	USA	0	7
12354	SHARON KIRBY	female	28	2012-12-29 16:13:38	USA	0	30
12355	DEBORAH DENT	female	18	2011-12-04 01:56:38	USA	13	34
12356	URSULA DAVIS	female	19	2012-02-03 14:06:29	UK	0	24
12357	BRIAN LEE	male	24	2012-06-23 18:08:21	UK	0	21
12358	ROBYN PETERS	female	20	2011-12-27 01:30:38	USA	0	10
12359	ANNE BROWN	female	19	2011-04-19 10:40:28	UK	0	7
12360	DEBORAH THATCHER	female	18	2012-02-05 01:34:35	EGYPT	3	84
12361	VICTORIA MAJOR	female	18	2011-08-17 04:52:51	EGYPT	5	10
12362	VICTORIA MILLER	female	20	2012-09-19 06:12:53	GERMANY	0	72
12363	LUCY GARCIA	female	19	2011-02-04 19:03:49	USA	1	55
12364	EDGAR HALL	male	20	2011-06-17 14:31:59	FRANCE	5	33
12365	FELICITY KIRK	female	18	2012-07-17 03:56:58	UK	0	0
12366	SANDRA MAJOR	female	19	2011-12-22 01:56:20	GERMANY	0	10
12367	DEBORAH WASHINGTON	female	22	2011-08-07 19:32:03	USA	52	45
12368	SIMON THOMAS	male	22	2011-02-12 03:20:05	USA	3	2
12369	EVE KIRBY	female	18	2012-05-29 10:44:25	GERMANY	39	2
12370	BARBARA PETERS	female	21	2011-08-19 22:36:39	FRANCE	58	31
12371	ELIZABETH KIRBY	female	23	2012-03-29 05:56:52	USA	0	2
12372	JESSICA OATES	female	18	2012-04-03 03:57:57	UK	4	6
12373	DOROTHY CLARKE	female	18	2011-08-27 03:33:12	USA	2	7
12374	MATTHEW KIRK	male	25	2011-12-15 01:11:52	UK	0	8
12375	ROBYN STEVENS	female	18	2012-03-02 04:02:48	USA	70	9
12376	MICHELLE STEVENS	female	22	2012-05-31 00:39:59	USA	0	9
12377	THOMAS KIRBY	male	24	2011-09-24 22:33:13	UK	1	31
12378	PATRICIA LEWIS	female	18	2012-12-22 07:43:45	USA	4	4
12379	KAREN MARTIN	female	18	2011-01-22 08:01:25	UK	2	5
12380	MARGARET ABEL	female	19	2012-06-12 01:56:00	USA	2	18
12381	CAROL BROWN	female	18	2011-12-25 02:48:23	USA	3	6
12382	JAMES SMYTHE	male	18	2011-11-26 14:51:53	USA	5	4
12383	HELENA JEFFERSON	female	26	2012-09-13 02:44:54	USA	66	4
12384	ANN SMITH	female	23	2012-06-07 20:25:00	USA	73	47
12385	TABITHA JACKSON	female	25	2011-02-12 06:57:09	USA	0	46
12386	MARGARET YORKE	female	21	2012-01-30 05:01:03	UK	5	0
12387	ROBERT WHITE	male	21	2011-12-20 02:36:15	USA	2	67
12388	HERBERT PETERSON	male	19	2011-02-26 01:18:01	USA	4	76
12389	MARIA WALKER	female	18	2011-12-29 21:14:12	USA	2	1
12390	SIMON ANDREWS	male	20	2011-01-12 12:30:16	USA	0	9
12391	RICHARD JONES	male	22	2011-09-13 06:30:23	USA	0	10
12392	KIMBERLY CLARK	female	26	2012-01-22 05:12:31	UK	0	9
12393	KEVIN CLARK	male	23	2013-01-06 22:21:46	EGYPT	45	9
12394	URSULA THOMPSON	female	24	2013-02-19 11:44:19	USA	4	9
12395	SHARON PETERSON	female	21	2012-02-04 23:21:43	USA	0	56
12396	ROBYN KIRBY	female	25	2011-12-16 22:46:48	USA	2	9
12397	STEVEN HARRIS	male	23	2012-02-25 16:00:29	GERMANY	0	68
12398	TERRY JOHNSON	male	26	2012-07-16 15:38:11	USA	1	6
12399	KIMBERLY RODRIGUEZ	female	18	2012-01-03 01:42:50	USA	2	6
12400	ARTHUR THOMPSON	male	20	2012-11-17 21:51:03	USA	3	9
12401	VICTORIA KIRBY	female	24	2012-03-14 19:53:37	CANADA	0	88
12402	PATRICIA BAKER	female	18	2012-12-16 00:19:44	USA	1	6
12403	ANNE CLARKE	female	22	2012-01-09 15:49:36	FRANCE	55	4
12404	ANN YORKE	female	24	2012-12-14 11:59:15	USA	54	10
12405	LUCY STEVENS	female	19	2011-08-02 04:49:29	USA	0	30
12406	PATRICIA ANTHONY	female	21	2011-08-08 16:03:37	UK	29	1
12407	URSULA MOORE	female	21	2012-10-23 15:27:22	USA	63	10
12408	DOROTHY HARRISON	female	20	2012-10-10 20:27:07	USA	0	2
12409	KEVIN RODRIGUEZ	male	26	2011-08-18 23:49:07	UK	1	74
12410	RICHARD ROBERTSON	male	21	2013-02-22 10:29:54	GERMANY	0	2
12411	DOROTHY ROBERTSON	female	21	2011-02-01 05:34:56	USA	100	91
12412	PAUL JEFFRIES	male	21	2012-02-01 06:28:54	USA	3	2
12413	MARY THOMPSON	female	22	2011-04-28 23:51:47	UK	1	21
12414	HELENA KIRBY	female	24	2011-09-18 00:47:14	GERMANY	0	7
12415	ALISON OATES	female	22	2012-10-30 14:15:16	USA	0	40
12416	EVE OATES	female	19	2012-04-23 13:52:05	UK	5	31
12417	ANN GRANT	female	20	2012-06-09 18:45:32	GERMANY	5	10
12418	PHILIP PETERS	male	22	2012-10-09 04:41:10	USA	0	9
12419	DOROTHY DAVIS	female	18	2011-09-24 00:15:10	UK	5	47
12420	WENDY THOMPSON	female	25	2011-01-03 23:52:17	USA	3	59
12421	SARAH BROWN	female	19	2011-10-02 18:59:42	USA	1	10
12422	LINDA WILLIAMS	female	26	2012-10-02 02:38:59	USA	14	14
12423	FIONA STEVENS	female	24	2011-03-08 21:01:26	FRANCE	75	95
12424	CHERYL DENT	female	27	2011-03-19 18:27:54	UK	1	6
12425	SANDRA DAVIES	female	24	2011-02-10 11:26:58	USA	1	29
12426	VICTORIA JEFFERSON	female	18	2013-01-01 09:06:03	USA	4	42
12427	BARBARA THATCHER	female	18	2011-03-15 15:33:24	USA	3	2
12428	ADAM ROBERTSON	male	18	2011-07-09 03:27:04	GERMANY	0	63
12429	CHERYL LEE	female	25	2012-11-19 07:47:32	USA	4	12
12430	KEVIN DAVIS	male	28	2013-01-29 14:13:55	GERMANY	1	4
12431	KAREN HARRIS	female	22	2012-05-24 14:44:46	USA	1	22
12432	DANIEL PETERS	male	19	2012-03-24 03:21:47	CANADA	55	57
12433	SIMON LAKE	male	21	2011-07-18 16:04:07	USA	0	1
12434	FELICITY TAYLOR	female	19	2012-07-30 20:53:31	GERMANY	4	9
12435	ELIZABETH WHITE	female	22	2012-08-26 19:12:56	UK	43	55
12436	BARBARA JEFFERSON	female	24	2011-11-08 05:07:09	USA	1	10
12437	JENNIFER BURROWS	female	25	2012-09-01 17:47:23	USA	0	2
12438	MARCUS OATES	male	19	2011-10-10 15:05:26	USA	0	92
12439	MICHAEL CLARKE	male	18	2011-11-08 18:47:16	USA	7	31
12440	SARAH BROWN	female	23	2012-04-30 14:18:36	UK	0	0
12441	STEVEN HARRIS	male	19	2012-08-20 23:39:46	USA	2	91
12442	PAUL KIRK	male	20	2011-04-20 13:17:36	USA	0	3
12443	BETTY PETERSON	female	26	2011-01-13 15:34:33	USA	3	8
12444	STEVEN STEVENS	male	21	2012-07-05 13:18:36	FRANCE	0	7
12445	SIMON MARTINEZ	male	24	2012-04-08 21:13:46	UK	0	3
12446	HERBERT GARCIA	male	26	2013-02-12 08:26:04	USA	90	66
12447	ARTHUR PETERSON	male	20	2013-01-07 02:27:42	GERMANY	2	1
12448	BARBARA SMITH	female	19	2012-07-16 16:00:01	USA	2	28
12449	THOMAS BROWN	male	18	2012-04-30 12:38:04	USA	0	83
12450	MATTHEW MOORE	male	24	2012-09-09 04:08:12	USA	5	90
12451	RICHARD BROWN	male	23	2012-01-22 09:48:18	USA	91	10
12452	FIONA DAVIS	female	24	2012-02-08 00:35:27	FRANCE	0	65
12453	GEORGE KIRBY	male	18	2013-01-23 22:27:38	FRANCE	0	1
12454	ANNA WILSON	female	21	2011-12-16 21:14:44	USA	0	0
12455	URSULA ROBINSON	female	28	2011-09-10 15:42:32	FRANCE	0	90
12456	JENNIFER GARCIA	female	22	2011-11-24 22:16:09	USA	1	2
12457	KAREN TAYLOR	female	21	2013-01-03 20:26:04	UK	2	4
12458	KAREN BAKER	female	18	2011-01-22 15:17:06	UK	2	0
12459	RUTH JEFFERSON	female	25	2011-02-23 03:50:49	FRANCE	0	70
12460	VICTORIA DAVIS	female	24	2012-05-17 19:15:32	UK	5	83
12461	WENDY LEE	female	19	2011-09-06 11:20:49	GERMANY	5	96
12462	WENDY GARCIA	female	21	2013-01-08 12:32:07	EGYPT	66	2
12463	MARK PETERSON	male	21	2013-01-03 23:52:51	FRANCE	0	12
12464	DEBORAH SMITH	female	18	2011-03-06 12:09:28	MEXICO	0	34
12465	POLLY ANDERSON	female	23	2012-06-28 10:19:11	FRANCE	1	2
12466	THOMAS CLARKE	male	18	2012-05-06 04:17:35	USA	58	29
12467	ELIZABETH JOHNSON	female	19	2011-02-05 19:36:17	USA	1	0
12468	HAROLD DAVIS	male	22	2012-05-09 00:06:06	USA	0	67
12469	DONALD LEE	male	27	2012-01-31 14:14:59	GERMANY	0	8
12470	MARIA ANDERSON	female	19	2011-03-04 02:02:19	USA	5	15
12471	ROBERT WHITE	male	24	2012-10-16 01:57:01	UK	2	4
12472	BERYL CLARKSON	female	25	2012-11-27 10:14:24	EGYPT	4	6
12473	PAUL GARCIA	male	27	2012-05-07 21:20:22	USA	4	90
12474	ROBYN CLARKE	female	23	2011-12-07 00:56:28	UK	0	3
12475	CAROL LEWIS	female	25	2013-02-02 15:28:39	FRANCE	3	60
12476	SHARON DAVIS	female	20	2011-05-05 10:14:17	CANADA	0	6
12477	RONALD WALKER	male	20	2011-07-12 13:32:28	USA	0	50
12478	CHARLES PETERSON	male	20	2011-01-04 16:44:08	USA	2	42
12479	ANNE JONES	female	24	2012-06-06 20:58:56	USA	94	97
12480	MARY HARRIS	female	26	2011-09-22 11:16:38	GERMANY	4	2
12481	BRIAN MARTINEZ	male	28	2011-03-22 03:01:38	USA	0	95
12482	HELENA MOORE	female	22	2012-07-22 07:02:03	USA	4	97
12483	DAVID YORKE	male	23	2011-04-16 05:34:45	UK	68	3
12484	ANN LEWIS	female	29	2011-12-24 17:33:17	GERMANY	61	51
12485	EDWARD WHITE	male	19	2011-05-23 18:48:41	UK	4	93
12486	KAREN SMYTHE	female	21	2011-08-27 23:38:26	USA	91	71
12487	LAURA LAKE	female	22	2012-07-02 06:48:47	USA	57	2
12488	PHILIP CLARKE	male	18	2011-01-16 05:22:20	USA	0	71
12489	CHRISTOPHER OATES	male	20	2012-02-18 22:16:41	USA	0	9
12490	DOROTHY SMITH	female	22	2012-08-22 06:31:52	USA	0	1
12491	ANNA WHITE	female	22	2011-06-01 08:44:44	UK	0	28
12492	LISA THATCHER	female	22	2011-06-05 15:34:41	EGYPT	57	0
12493	KAREN THOMPSON	female	26	2012-12-10 15:08:15	UK	0	96
12494	DONNA LEWIS	female	23	2012-06-30 08:05:37	UK	3	4
12495	MATTHEW STEVENS	male	24	2012-09-04 22:24:41	GERMANY	40	5
12496	ANNE KIRBY	female	23	2011-04-28 06:10:29	USA	3	10
12497	FIONA ANDREWS	female	20	2011-08-10 22:04:22	USA	0	22
12498	EVE LEWIS	female	21	2011-03-25 01:22:14	UK	27	58
12499	KIMBERLY MARTIN	female	20	2011-10-10 12:45:10	USA	0	11
12500	PATRICIA CLARKSON	female	20	2011-07-07 11:56:03	FRANCE	4	1
12501	URSULA ANDREWS	female	20	2012-03-01 22:57:13	USA	0	9
12502	CHARLES PETERS	male	20	2011-07-30 19:55:45	USA	0	41
12503	BETTY THOMPSON	female	25	2012-08-04 18:00:46	UK	17	96
12504	MARGARET LEE	female	20	2011-05-05 03:58:40	USA	3	4
12505	FELICITY JONES	female	25	2012-05-01 21:12:44	USA	28	36
12506	LINDA ABEL	female	28	2011-04-26 11:55:20	USA	4	7
12507	HERBERT OATES	male	19	2011-08-02 20:17:02	GERMANY	0	21
12508	SARAH KIRK	female	18	2012-05-05 16:46:07	UK	3	5
12509	CAROL WALKER	female	25	2012-02-27 12:52:14	UK	0	3
12510	HUGH ANTHONY	male	22	2012-03-10 16:06:43	UK	57	8
12511	HELENA ABEL	female	28	2012-05-17 08:55:56	CANADA	0	2
12512	KIMBERLY JONES	female	21	2012-03-08 05:56:17	UK	5	96
12513	DIANA TAYLOR	female	21	2012-12-06 05:17:48	USA	5	6
12514	MICHELLE MARTIN	female	26	2012-05-05 16:44:27	UK	3	9
12515	KIMBERLY WILSON	female	25	2012-10-19 11:48:33	MEXICO	3	2
12516	MARY TAYLOR	female	19	2012-05-01 21:33:19	USA	65	1
12517	HELEN STEVENS	female	26	2011-07-18 19:50:27	UK	0	77
12518	MICHAEL MAJOR	male	24	2012-06-11 20:35:49	USA	60	7
12519	MARIA ROBERTSON	female	22	2012-02-03 10:42:44	GERMANY	38	34
12520	DEBORAH WASHINGTON	female	28	2013-01-05 18:14:41	UK	0	6
12521	SANDRA BURROWS	female	23	2012-07-21 18:44:18	USA	1	81
12522	ANNE MARTINEZ	female	24	2012-11-02 16:11:32	GERMANY	23	65
12523	JAMES CLARKSON	male	22	2012-12-27 23:52:22	UK	0	28
